t,mark,rider,speed_kmh,accel_ms2,lat_accel_ms2,yaw_rate_rads,heading_deg,pitch_deg,roll_deg,lean_deg,slip_deg,throttle_in,steer_in,steer_deg,steer_limit_deg,surface_front,surface_rear,contact_f,contact_r,dist_along_m,off_centre_m,corner_radius_m,nitro,x,y,z
1.1,,riding,6.8,9.50,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,road,road,1,1,11.1,2.50,straight,0,-2.50,1.37,11.08
1.2,,riding,10.2,9.45,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.6,road,road,1,1,11.3,2.50,straight,0,-2.50,1.38,11.34
1.3,,riding,13.6,9.36,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.2,road,road,1,1,11.7,2.50,straight,0,-2.50,1.39,11.70
1.4,,riding,16.9,9.28,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.1,road,road,1,1,12.1,2.50,straight,0,-2.50,1.41,12.14
1.5,,riding,20.2,9.18,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.4,road,road,1,1,12.6,2.50,straight,0,-2.50,1.43,12.68
1.6,,riding,23.5,9.07,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.4,road,road,1,1,13.3,2.50,straight,0,-2.50,1.46,13.31
1.7,,riding,26.7,8.95,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.9,road,road,1,1,14.0,2.50,straight,0,-2.50,1.49,14.03
1.8,,riding,29.9,8.83,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.7,road,road,1,1,14.8,2.50,straight,0,-2.50,1.52,14.84
1.9,,riding,33.0,8.69,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.8,road,road,1,1,15.6,2.50,straight,0,-2.50,1.56,15.74
2.0,,riding,36.1,8.55,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.1,road,road,1,1,16.6,2.50,straight,0,-2.50,1.60,16.72
2.1,,riding,39.1,8.40,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.4,road,road,1,1,17.7,2.50,straight,0,-2.50,1.65,17.78
2.2,,riding,42.1,8.25,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.9,road,road,1,1,18.8,2.50,straight,0,-2.50,1.70,18.93
2.3,,riding,45.0,8.09,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.5,road,road,1,1,20.0,2.50,straight,0,-2.50,1.75,20.16
2.4,,riding,47.9,7.93,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.1,road,road,1,1,21.3,2.50,straight,0,-2.50,1.80,21.47
2.5,,riding,50.7,7.76,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.7,road,road,1,1,22.7,2.50,straight,0,-2.50,1.86,22.86
2.6,,riding,53.4,7.59,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.4,road,road,1,1,24.1,2.50,straight,0,-2.50,1.92,24.32
2.7,,riding,56.1,7.42,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2,road,road,1,1,25.7,2.50,straight,0,-2.50,1.99,25.86
2.8,,riding,58.7,7.25,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.9,road,road,1,1,27.3,2.50,straight,0,-2.50,2.05,27.48
2.9,,riding,61.2,7.08,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.5,road,road,1,1,28.9,2.50,straight,0,-2.50,2.12,29.16
3.0,,riding,63.7,6.91,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.1,road,road,1,1,30.7,2.50,straight,0,-2.50,2.19,30.91
3.1,,riding,66.1,6.73,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.8,road,road,1,1,32.5,2.50,straight,0,-2.50,2.26,32.73
3.2,,riding,68.5,6.57,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.6,road,road,1,1,34.4,2.50,straight,0,-2.50,2.32,34.62
3.3,,riding,70.8,6.40,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.3,road,road,1,1,36.3,2.50,straight,0,-2.50,2.39,36.57
3.4,,riding,73.0,6.23,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.1,road,road,1,1,38.3,2.50,straight,0,-2.50,2.46,38.58
3.5,,riding,75.2,6.06,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,road,road,1,1,40.4,2.50,straight,0,-2.50,2.52,40.66
3.6,,riding,77.4,5.90,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.8,road,road,1,1,42.5,2.50,straight,0,-2.50,2.58,42.79
3.7,,riding,79.4,5.75,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.7,road,road,1,1,44.7,2.50,straight,0,-2.50,2.63,44.99
3.8,,riding,81.4,5.60,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,road,road,1,1,46.9,2.50,straight,0,-2.50,2.67,47.24
3.9,,riding,83.4,5.45,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.4,road,road,1,1,49.2,2.50,straight,0,-2.50,2.71,49.54
4.0,,riding,85.3,5.31,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.3,road,road,1,1,51.5,2.50,straight,0,-2.50,2.74,51.90
4.1,,riding,87.2,5.17,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2,road,road,1,1,53.9,2.50,straight,0,-2.50,2.76,54.31
4.2,,riding,89.0,5.03,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.1,road,road,1,1,56.4,2.50,straight,0,-2.50,2.77,56.77
4.3,,riding,90.7,4.89,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,road,road,1,1,58.9,2.50,straight,0,-2.50,2.77,59.28
4.4,,riding,92.4,4.74,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,road,road,1,1,61.4,2.50,straight,0,-2.50,2.76,61.84
4.5,,riding,94.1,4.60,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.9,road,road,1,1,64.0,2.50,straight,0,-2.50,2.74,64.44
4.6,,riding,95.7,4.46,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.8,road,road,1,1,66.7,2.50,straight,0,-2.50,2.72,67.09
4.7,,riding,97.3,4.32,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.8,road,road,1,1,69.3,2.50,straight,0,-2.50,2.69,69.78
4.8,,riding,98.8,4.18,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7,road,road,1,1,72.1,2.50,straight,0,-2.50,2.65,72.52
4.9,,riding,100.2,4.05,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7,road,road,1,1,74.8,2.50,straight,0,-2.50,2.60,75.29
5.0,,riding,101.6,3.92,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6,road,road,1,1,77.6,2.50,straight,0,-2.50,2.54,78.11
5.1,,riding,103.0,3.79,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6,road,road,1,1,80.5,2.50,straight,0,-2.50,2.47,80.96
5.2,,riding,104.3,3.66,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,road,road,1,1,83.4,2.50,straight,0,-2.50,2.40,83.85
5.3,,riding,105.6,3.54,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,road,road,1,1,86.3,2.50,straight,0,-2.50,2.31,86.77
5.4,,riding,106.8,3.42,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,road,road,1,1,89.2,2.50,straight,0,-2.50,2.22,89.73
5.5,,riding,108.0,3.31,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,road,road,1,1,92.2,2.50,straight,0,-2.50,2.11,92.72
5.6,,riding,109.2,3.20,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,road,road,1,1,95.2,2.50,450260,0,-2.50,2.00,95.75
5.7,,riding,110.3,3.09,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,road,road,1,1,98.3,2.50,24403,0,-2.50,1.88,98.80
5.8,,riding,111.3,2.98,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3,road,road,1,1,101.4,2.50,8244,0,-2.50,1.74,101.89
5.9,,riding,112.4,2.87,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3,road,road,1,1,104.5,2.50,4263,0,-2.50,1.60,105.00
6.0,,riding,113.4,2.77,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3,road,road,1,1,107.6,2.50,2687,0,-2.50,1.46,108.14
6.1,,riding,114.3,2.68,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3,road,road,1,1,110.8,2.50,1919,0,-2.50,1.30,111.31
6.2,,riding,115.3,2.60,0.00,0.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3,road,road,1,1,114.0,2.49,1655,0,-2.50,1.13,114.50
6.3,,riding,116.2,2.53,0.00,0.000,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.2,road,road,1,1,117.2,2.47,1658,0,-2.50,0.94,117.72
6.4,,riding,117.1,2.46,0.00,0.000,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.2,road,road,1,1,120.5,2.44,1901,0,-2.50,0.73,120.96
6.5,,riding,117.9,2.39,0.01,0.000,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.2,road,road,1,1,123.7,2.41,2618,0,-2.50,0.51,124.22
6.6,,riding,118.8,2.32,0.01,0.000,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.2,road,road,1,1,127.0,2.37,5507,0,-2.50,0.27,127.51
6.7,,riding,119.6,2.25,0.01,0.000,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.2,road,road,1,1,130.3,2.33,31010,0,-2.50,0.02,130.82
6.8,,riding,120.4,2.17,0.01,0.000,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.2,road,road,1,1,133.6,2.29,2172,0,-2.50,-0.25,134.14
6.9,,riding,121.1,2.09,0.01,0.000,0.0,0.0,0.0,-0.1,0.0,1.0,0.0,0.0,1.1,road,road,1,1,137.0,2.26,1481,0,-2.50,-0.52,137.49
7.0,,riding,121.8,2.01,0.01,0.000,0.0,0.0,0.0,-0.1,0.0,1.0,0.0,0.0,1.1,road,road,1,1,140.4,2.23,1122,0,-2.50,-0.79,140.86
7.1,,riding,122.5,1.92,0.01,0.000,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.1,road,road,1,1,143.8,2.21,902,0,-2.50,-1.07,144.25
7.2,,riding,123.2,1.84,0.00,0.000,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.1,road,road,1,1,147.2,2.20,753,0,-2.50,-1.35,147.66
7.3,,riding,123.8,1.75,-0.00,-0.000,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.1,road,road,1,1,150.6,2.21,646,0,-2.50,-1.64,151.08
7.4,,riding,124.4,1.61,11.67,0.338,1.4,0.0,0.0,-23.1,0.6,1.0,-1.0,-1.1,1.1,road,road,1,1,154.0,2.23,591,0,-2.47,-1.92,154.53
7.5,,riding,124.9,1.41,7.78,0.224,3.4,0.0,0.0,-37.4,1.2,1.0,0.0,0.0,1.1,road,road,1,1,157.5,2.19,696,0,-2.38,-2.20,157.98
7.6,,riding,125.4,1.37,1.51,0.043,3.9,0.0,0.0,-25.8,0.7,1.0,0.0,0.0,1.1,road,road,1,1,160.9,2.11,940,0,-2.21,-2.48,161.45
7.7,,riding,125.9,1.37,0.32,0.009,4.0,0.0,0.0,-13.0,0.3,1.0,0.0,0.0,1.1,road,road,1,1,164.4,2.00,1820,0,-1.99,-2.75,164.92
7.8,,riding,126.4,1.31,6.21,0.177,4.3,0.0,0.0,-10.8,0.2,1.0,-1.0,-1.0,1.0,road,road,1,1,167.9,1.88,15315,0,-1.75,-3.01,168.42
7.9,,riding,126.8,1.18,12.88,0.366,6.2,0.0,0.0,-29.5,0.9,1.0,-1.0,-1.0,1.0,road,road,1,1,171.5,1.70,6414,0,-1.46,-3.27,171.91
8.0,,riding,127.2,1.12,2.51,0.071,7.1,0.0,0.0,-30.8,0.8,1.0,0.0,0.0,1.0,road,road,1,1,175.0,1.44,7843,0,-1.10,-3.54,175.42
8.1,,riding,127.6,1.14,0.55,0.016,7.2,0.0,0.0,-18.2,0.4,1.0,0.0,0.0,1.0,road,road,1,1,178.5,1.12,1613,0,-0.69,-3.82,178.93
8.2,,riding,128.0,1.13,3.67,0.103,7.4,0.0,0.0,-7.6,0.2,1.0,-1.0,-1.0,1.0,road,road,1,1,182.0,0.77,812,0,-0.25,-4.11,182.44
8.3,,riding,128.4,1.00,12.44,0.349,9.0,0.0,0.0,-29.8,0.8,1.0,-1.0,-1.0,1.0,road,road,1,1,185.6,0.40,541,0,0.22,-4.40,185.96
8.4,,riding,128.7,0.85,5.99,0.168,10.8,0.0,0.0,-38.0,1.2,1.0,0.0,0.0,1.0,road,road,1,1,189.1,-0.02,404,0,0.78,-4.69,189.48
8.5,,riding,129.0,0.88,1.25,0.035,11.2,0.0,0.0,-26.4,0.6,1.0,0.0,0.0,1.0,road,road,1,1,192.7,-0.49,322,0,1.42,-4.98,193.00
8.6,,riding,129.3,0.87,9.99,0.278,12.0,0.0,0.0,-25.0,0.6,1.0,-1.0,-1.0,1.0,road,road,1,1,196.2,-0.97,266,0,2.10,-5.26,196.51
8.7,,riding,129.6,0.71,10.20,0.283,14.0,0.0,0.0,-38.6,1.2,1.0,0.0,0.0,1.0,road,road,1,1,199.8,-1.47,197,0,2.86,-5.54,200.02
8.8,,riding,129.8,0.70,2.05,0.057,14.7,0.0,0.0,-30.9,0.8,1.0,0.0,0.0,1.0,road,road,1,1,203.4,-1.99,173,0,3.70,-5.81,203.51
8.9,,riding,130.1,0.73,0.49,0.014,14.8,0.0,0.0,-16.5,0.3,1.0,0.0,0.0,1.0,road,road,1,1,207.1,-2.50,156,0,4.59,-6.08,207.01
9.0,,riding,130.3,0.71,0.19,0.005,14.9,0.0,0.0,-7.9,0.1,1.0,0.0,0.0,1.0,road,road,1,1,210.7,-2.94,146,0,5.50,-6.33,210.50
9.1,,riding,130.6,0.66,0.12,0.003,14.9,0.0,0.0,-3.3,0.1,1.0,0.0,0.0,1.0,road,road,1,1,214.4,-3.30,140,0,6.43,-6.58,214.00
9.2,,riding,130.8,0.58,6.21,0.171,15.2,0.0,0.0,-6.6,0.1,1.0,-1.0,-1.0,1.0,road,road,1,1,218.1,-3.56,146,0,7.36,-6.82,217.50
9.3,,riding,130.9,0.45,6.74,0.185,16.7,0.0,0.0,-28.6,0.8,1.0,0.0,0.0,1.0,road,road,1,1,221.9,-3.75,157,0,8.33,-7.04,221.00
9.4,,riding,131.1,0.40,1.30,0.036,17.2,0.0,0.0,-23.1,0.5,1.0,0.0,0.0,1.0,road,road,1,1,225.6,-3.91,168,0,9.36,-7.25,224.49
9.5,,riding,131.2,0.34,7.57,0.208,18.2,0.0,0.0,-28.8,0.7,1.0,0.0,0.0,1.0,road,road,1,1,229.3,-4.04,179,0,10.43,-7.44,227.97
9.6,,riding,131.3,0.34,1.46,0.040,18.7,0.0,0.0,-22.4,0.5,1.0,0.0,0.0,1.0,road,road,1,1,233.0,-4.16,189,0,11.55,-7.62,231.44
9.7,,riding,131.4,0.26,11.09,0.304,19.8,0.0,0.0,-28.1,0.7,1.0,-1.0,-1.0,1.0,road,road,1,1,236.8,-4.26,187,0,12.72,-7.80,234.89
9.8,,riding,131.5,0.23,2.11,0.058,20.6,0.0,0.0,-29.9,0.6,1.0,0.0,0.0,1.0,road,road,1,1,240.5,-4.34,185,0,13.94,-7.97,238.33
9.9,,riding,131.6,0.15,5.95,0.163,21.8,0.0,0.0,-32.7,0.8,1.0,0.0,0.0,1.0,road,road,1,1,244.3,-4.40,183,0,15.22,-8.14,241.75
10.0,,riding,131.6,0.14,9.26,0.253,22.6,0.0,0.0,-28.4,0.7,1.0,-1.0,-1.0,1.0,road,road,1,1,248.0,-4.46,177,0,16.56,-8.29,245.15
10.1,,riding,131.6,0.04,7.30,0.200,24.3,0.0,0.0,-39.0,1.1,1.0,0.0,0.0,1.0,road,road,1,1,251.7,-4.51,174,0,17.98,-8.44,248.52
10.2,,riding,131.6,0.03,9.52,0.260,25.3,0.0,0.0,-32.2,0.8,1.0,-1.0,-1.0,1.0,road,road,1,1,255.6,-4.56,171,0,19.46,-8.57,251.86
10.3,,riding,131.6,0.00,3.82,0.105,26.5,0.0,0.0,-38.3,0.9,1.0,0.0,0.0,1.0,road,road,1,1,259.3,-4.61,168,0,21.02,-8.70,255.17
10.4,,riding,131.7,0.03,8.86,0.242,27.3,0.0,0.0,-25.2,0.6,1.0,-1.0,-1.0,1.0,road,road,1,1,263.0,-4.64,160,0,22.63,-8.81,258.45
10.5,,riding,131.6,-0.01,3.70,0.101,28.5,0.0,0.0,-31.8,0.8,1.0,0.0,0.0,1.0,road,road,1,1,266.9,-4.66,157,0,24.31,-8.92,261.70
10.6,,riding,131.6,-0.03,10.35,0.283,29.5,0.0,0.0,-29.7,0.7,1.0,-1.0,-1.0,1.0,road,road,1,1,270.6,-4.65,155,0,26.04,-9.01,264.93
10.7,,riding,131.6,-0.06,2.83,0.077,30.5,0.0,0.0,-34.3,0.8,1.0,0.0,0.0,1.0,road,road,1,1,274.4,-4.62,154,0,27.83,-9.10,268.11
10.8,,riding,131.6,-0.09,10.19,0.279,31.4,0.0,0.0,-29.5,0.7,1.0,-1.0,-1.0,1.0,road,road,1,1,278.1,-4.55,156,0,29.67,-9.17,271.27
10.9,,riding,131.5,-0.10,1.93,0.053,32.1,0.0,0.0,-28.1,0.6,1.0,0.0,0.0,1.0,road,road,1,1,282.0,-4.46,159,0,31.56,-9.23,274.40
11.0,,riding,131.5,-0.16,7.67,0.210,33.1,0.0,0.0,-31.8,0.7,1.0,0.0,0.0,1.0,road,road,1,1,285.7,-4.33,164,0,33.50,-9.27,277.50
11.1,,riding,131.4,-0.14,1.45,0.040,33.6,0.0,0.0,-24.7,0.5,1.0,0.0,0.0,1.0,road,road,1,1,289.4,-4.17,174,0,35.48,-9.29,280.57
11.2,,riding,131.4,-0.21,8.45,0.232,35.0,0.0,0.0,-32.9,0.8,1.0,0.0,0.0,1.0,road,road,1,1,293.2,-3.99,180,0,37.51,-9.30,283.61
11.3,,riding,131.3,-0.20,7.73,0.212,35.8,0.0,0.0,-27.8,0.7,1.0,-1.0,-1.0,1.0,road,road,1,1,296.9,-3.80,184,0,39.59,-9.31,286.61
11.4,,riding,131.2,-0.28,6.99,0.192,37.4,0.0,0.0,-38.8,1.0,1.0,0.0,0.0,1.0,road,road,1,1,300.6,-3.60,189,0,41.72,-9.31,289.56
11.5,,riding,131.1,-0.24,7.45,0.205,38.1,0.0,0.0,-27.7,0.7,1.0,-1.0,-1.0,1.0,road,road,1,1,304.3,-3.40,197,0,43.92,-9.30,292.48
11.6,,riding,131.0,-0.24,3.42,0.094,39.2,0.0,0.0,-33.1,0.8,1.0,0.0,0.0,1.0,road,road,1,1,308.0,-3.21,200,0,46.16,-9.29,295.34
11.7,,riding,130.9,-0.20,8.78,0.241,39.9,0.0,0.0,-24.4,0.6,1.0,-1.0,-1.0,1.0,road,road,1,1,311.7,-3.01,203,0,48.45,-9.28,298.17
11.8,,riding,130.9,-0.21,3.67,0.101,41.1,0.0,0.0,-31.7,0.8,1.0,0.0,0.0,1.0,road,road,1,1,315.4,-2.80,203,0,50.79,-9.27,300.96
11.9,,riding,130.8,-0.19,8.83,0.243,41.9,0.0,0.0,-25.8,0.6,1.0,-1.0,-1.0,1.0,road,road,1,1,319.1,-2.58,198,0,53.16,-9.26,303.71
12.0,,riding,130.7,-0.19,3.68,0.101,43.1,0.0,0.0,-31.8,0.8,1.0,0.0,0.0,1.0,road,road,1,1,322.8,-2.37,176,0,55.59,-9.25,306.42
12.1,,riding,130.7,-0.20,11.49,0.317,44.3,0.0,0.0,-33.7,0.9,1.0,-1.0,-1.0,1.0,road,road,1,1,326.4,-2.16,164,0,58.06,-9.24,309.08
12.2,,riding,130.6,-0.15,2.17,0.060,45.1,0.0,0.0,-32.5,0.7,1.0,0.0,0.0,1.0,road,road,1,1,330.1,-1.94,154,0,60.59,-9.24,311.69
12.3,,riding,130.5,-0.19,8.59,0.237,46.5,0.0,0.0,-35.0,0.9,1.0,0.0,0.0,1.0,road,road,1,1,333.8,-1.69,150,0,63.16,-9.24,314.25
12.4,,riding,130.5,-0.13,5.11,0.141,47.2,0.0,0.0,-26.0,0.6,1.0,-1.0,-1.0,1.0,road,road,1,1,337.4,-1.40,159,0,65.77,-9.24,316.76
12.5,,riding,130.4,-0.21,9.14,0.252,48.8,0.0,0.0,-37.4,1.0,1.0,0.0,0.0,1.0,road,road,1,1,341.1,-1.09,171,0,68.44,-9.23,319.22
12.6,,riding,130.4,-0.14,5.21,0.144,49.5,0.0,0.0,-27.4,0.7,1.0,-1.0,-1.0,1.0,road,road,1,1,344.7,-0.79,191,0,71.14,-9.22,321.63
12.7,,riding,130.3,-0.19,6.52,0.180,50.9,0.0,0.0,-36.7,0.9,1.0,0.0,0.0,1.0,road,road,1,1,348.3,-0.47,215,0,73.90,-9.20,323.98
12.8,,riding,130.2,-0.13,7.36,0.203,51.6,0.0,0.0,-29.0,0.6,1.0,-1.0,-1.0,1.0,road,road,1,1,351.9,-0.17,245,0,76.70,-9.18,326.28
12.9,,riding,130.2,-0.18,6.92,0.191,53.2,0.0,0.0,-39.0,1.0,1.0,0.0,0.0,1.0,road,road,1,1,355.6,0.11,340,0,79.54,-9.16,328.52
13.0,,riding,130.1,-0.14,7.44,0.206,53.9,0.0,0.0,-30.7,0.7,1.0,-1.0,-1.0,1.0,road,road,1,1,359.2,0.37,420,0,82.42,-9.15,330.71
13.1,,riding,130.1,-0.14,3.42,0.095,55.0,0.0,0.0,-34.4,0.8,1.0,0.0,0.0,1.0,road,road,1,1,362.8,0.58,547,0,85.34,-9.13,332.84
13.2,,riding,130.0,-0.12,10.29,0.285,56.0,0.0,0.0,-28.1,0.7,1.0,-1.0,-1.0,1.0,road,road,1,1,366.4,0.76,784,0,88.29,-9.11,334.92
13.3,,riding,130.0,-0.14,3.96,0.110,57.3,0.0,0.0,-34.3,0.9,1.0,0.0,0.0,1.0,road,road,1,1,370.0,0.89,1271,0,91.29,-9.09,336.94
13.4,,riding,129.9,-0.12,10.40,0.288,58.3,0.0,0.0,-30.5,0.8,1.0,-1.0,-1.0,1.0,road,road,1,1,373.6,0.95,2236,0,94.32,-9.08,338.91
13.5,,riding,129.9,-0.13,3.98,0.110,59.7,0.0,0.0,-36.9,0.9,1.0,0.0,0.0,1.0,road,road,1,1,377.2,0.93,1611,0,97.39,-9.06,340.81
13.6,,riding,129.9,-0.09,8.88,0.246,60.4,0.0,0.0,-28.4,0.6,1.0,-1.0,-1.0,1.0,road,road,1,1,380.8,0.84,965,0,100.50,-9.05,342.65
13.7,,riding,129.8,-0.11,5.21,0.145,61.9,0.0,0.0,-37.1,1.0,1.0,0.0,0.0,1.0,road,road,1,1,384.4,0.68,632,0,103.64,-9.03,344.43
13.8,,riding,129.8,-0.03,0.98,0.027,62.2,0.0,0.0,-21.8,0.5,1.0,0.0,0.0,1.0,road,road,1,1,388.0,0.50,506,0,106.80,-9.02,346.15
13.9,,riding,129.8,0.03,0.19,0.005,62.3,0.0,0.0,-11.6,0.2,1.0,0.0,0.0,1.0,road,road,1,1,391.6,0.31,448,0,109.99,-9.01,347.85
14.0,,riding,129.8,0.05,0.03,0.001,62.3,0.0,0.0,-4.4,0.1,1.0,0.0,0.0,1.0,road,road,1,1,395.2,0.14,482,0,113.18,-9.01,349.53
14.1,,riding,129.8,0.02,9.66,0.268,63.1,0.0,0.0,-11.6,0.4,1.0,-1.0,-1.0,1.0,road,road,1,1,398.8,-0.01,563,0,116.38,-9.00,351.20
14.2,,riding,129.8,-0.04,5.36,0.149,64.6,0.0,0.0,-31.8,0.9,1.0,0.0,0.0,1.0,road,road,1,1,402.4,-0.19,681,0,119.60,-9.00,352.82
14.3,,riding,129.8,-0.02,1.01,0.028,64.9,0.0,0.0,-20.6,0.5,1.0,0.0,0.0,1.0,road,road,1,1,406.0,-0.40,861,0,122.85,-9.00,354.40
